FullGeoName,Year,Travel status,County,Count,Legend,Notes
"NY, Livingston",2010 - 2024,All,36051,1 to 4,1 to 4,"NY, Livingston County"
"NY, Madison",2010 - 2024,All,36053,1 to 4,1 to 4,"NY, Madison County"
"NY, Niagara",2010 - 2024,All,36063,1 to 4,1 to 4,"NY, Niagara County"
"NY, Oneida",2010 - 2024,All,36065,1 to 4,1 to 4,"NY, Oneida County"
"NY, Ontario",2010 - 2024,All,36069,1 to 4,1 to 4,"NY, Ontario County"
"NY, Oswego",2010 - 2024,All,36075,1 to 4,1 to 4,"NY, Oswego County"
"NY, Otsego",2010 - 2024,All,36077,1 to 4,1 to 4,"NY, Otsego County"
"NY, Rensselaer",2010 - 2024,All,36083,1 to 4,1 to 4,"NY, Rensselaer County"
"NY, St Lawrence",2010 - 2024,All,36089,1 to 4,1 to 4,"NY, St. Lawrence County"
"NY, Saratoga",2010 - 2024,All,36091,1 to 4,1 to 4,"NY, Saratoga County"
"NY, Schenectady",2010 - 2024,All,36093,1 to 4,1 to 4,"NY, Schenectady County"
"NY, Schuyler",2010 - 2024,All,36097,1 to 4,1 to 4,"NY, Schuyler County"
"NY, Steuben",2010 - 2024,All,36101,1 to 4,1 to 4,"NY, Steuben County"
"NY, Sullivan",2010 - 2024,All,36105,1 to 4,1 to 4,"NY, Sullivan County"
"NY, Wayne",2010 - 2024,All,36117,1 to 4,1 to 4,"NY, Wayne County"
"NY, Yates",2010 - 2024,All,36123,1 to 4,1 to 4,"NY, Yates County"
"NC, Beaufort",2010 - 2024,All,37013,1 to 4,1 to 4,"NC, Beaufort County"
"NC, Bladen",2010 - 2024,All,37017,1 to 4,1 to 4,"NC, Bladen County"
"NC, Brunswick",2010 - 2024,All,37019,1 to 4,1 to 4,"NC, Brunswick County"
"NC, Cabarrus",2010 - 2024,All,37025,1 to 4,1 to 4,"NC, Cabarrus County"
"NC, Caldwell",2010 - 2024,All,37027,1 to 4,1 to 4,"NC, Caldwell County"
"NC, Carteret",2010 - 2024,All,37031,1 to 4,1 to 4,"NC, Carteret County"
"NC, Catawba",2010 - 2024,All,37035,1 to 4,1 to 4,"NC, Catawba County"
"NC, Chatham",2010 - 2024,All,37037,1 to 4,1 to 4,"NC, Chatham County"
"NC, Cleveland",2010 - 2024,All,37045,1 to 4,1 to 4,"NC, Cleveland County"
"NC, Columbus",2010 - 2024,All,37047,1 to 4,1 to 4,"NC, Columbus County"
"NC, Craven",2010 - 2024,All,37049,1 to 4,1 to 4,"NC, Craven County"
"NC, Dare",2010 - 2024,All,37055,1 to 4,1 to 4,"NC, Dare County"
"NC, Davie",2010 - 2024,All,37059,1 to 4,1 to 4,"NC, Davie County"
"NC, Gaston",2010 - 2024,All,37071,1 to 4,1 to 4,"NC, Gaston County"
"NC, Greene",2010 - 2024,All,37079,1 to 4,1 to 4,"NC, Greene County"
"NC, Harnett",2010 - 2024,All,37085,1 to 4,1 to 4,"NC, Harnett County"
"NC, Henderson",2010 - 2024,All,37089,1 to 4,1 to 4,"NC, Henderson County"
"NC, Iredell",2010 - 2024,All,37097,1 to 4,1 to 4,"NC, Iredell County"
"NC, Jackson",2010 - 2024,All,37099,1 to 4,1 to 4,"NC, Jackson County"
"NC, Lee",2010 - 2024,All,37105,1 to 4,1 to 4,"NC, Lee County"
"NC, Lincoln",2010 - 2024,All,37109,1 to 4,1 to 4,"NC, Lincoln County"
"NC, Nash",2010 - 2024,All,37127,1 to 4,1 to 4,"NC, Nash County"
"NC, Onslow",2010 - 2024,All,37133,1 to 4,1 to 4,"NC, Onslow County"
"NC, Person",2010 - 2024,All,37145,1 to 4,1 to 4,"NC, Person County"
"NC, Pitt",2010 - 2024,All,37147,1 to 4,1 to 4,"NC, Pitt County"
"NC, Randolph",2010 - 2024,All,37151,1 to 4,1 to 4,"NC, Randolph County"
"NC, Richmond",2010 - 2024,All,37153,1 to 4,1 to 4,"NC, Richmond County"
"NC, Robeson",2010 - 2024,All,37155,1 to 4,1 to 4,"NC, Robeson County"
"NC, Stanly",2010 - 2024,All,37167,1 to 4,1 to 4,"NC, Stanly County"
"NC, Stokes",2010 - 2024,All,37169,1 to 4,1 to 4,"NC, Stokes County"
"NC, Transylvania",2010 - 2024,All,37175,1 to 4,1 to 4,"NC, Transylvania County"
"NC, Tyrrell",2010 - 2024,All,37177,1 to 4,1 to 4,"NC, Tyrrell County"
"NC, Wayne",2010 - 2024,All,37191,1 to 4,1 to 4,"NC, Wayne County"
"NC, Wilkes",2010 - 2024,All,37193,1 to 4,1 to 4,"NC, Wilkes County"
"NC, Wilson",2010 - 2024,All,37195,1 to 4,1 to 4,"NC, Wilson County"
"ND, Cass",2010 - 2024,All,38017,1 to 4,1 to 4,"ND, Cass County"
"ND, Grand Forks",2010 - 2024,All,38035,1 to 4,1 to 4,"ND, Grand Forks County"
"ND, Logan",2010 - 2024,All,38047,1 to 4,1 to 4,"ND, Logan County"
"ND, Morton",2010 - 2024,All,38059,1 to 4,1 to 4,"ND, Morton County"
"ND, Stark",2010 - 2024,All,38089,1 to 4,1 to 4,"ND, Stark County"
"OH, Belmont",2010 - 2024,All,39013,1 to 4,1 to 4,"OH, Belmont County"
"OH, Clark",2010 - 2024,All,39023,1 to 4,1 to 4,"OH, Clark County"
"OH, Clermont",2010 - 2024,All,39025,1 to 4,1 to 4,"OH, Clermont County"
"OH, Defiance",2010 - 2024,All,39039,1 to 4,1 to 4,"OH, Defiance County"
"OH, Delaware",2010 - 2024,All,39041,1 to 4,1 to 4,"OH, Delaware County"
"OH, Fairfield",2010 - 2024,All,39045,1 to 4,1 to 4,"OH, Fairfield County"
"OH, Fayette",2010 - 2024,All,39047,1 to 4,1 to 4,"OH, Fayette County"
"OH, Fulton",2010 - 2024,All,39051,1 to 4,1 to 4,"OH, Fulton County"
"OH, Geauga",2010 - 2024,All,39055,1 to 4,1 to 4,"OH, Geauga County"
"OH, Greene",2010 - 2024,All,39057,1 to 4,1 to 4,"OH, Greene County"
"OH, Hancock",2010 - 2024,All,39063,1 to 4,1 to 4,"OH, Hancock County"
"OH, Knox",2010 - 2024,All,39083,1 to 4,1 to 4,"OH, Knox County"
"OH, Licking",2010 - 2024,All,39089,1 to 4,1 to 4,"OH, Licking County"
"OH, Logan",2010 - 2024,All,39091,1 to 4,1 to 4,"OH, Logan County"
"OH, Lucas",2010 - 2024,All,39095,1 to 4,1 to 4,"OH, Lucas County"
"OH, Madison",2010 - 2024,All,39097,1 to 4,1 to 4,"OH, Madison County"
"OH, Medina",2010 - 2024,All,39103,1 to 4,1 to 4,"OH, Medina County"
"OH, Portage",2010 - 2024,All,39133,1 to 4,1 to 4,"OH, Portage County"
"OH, Richland",2010 - 2024,All,39139,1 to 4,1 to 4,"OH, Richland County"
"OH, Ross",2010 - 2024,All,39141,1 to 4,1 to 4,"OH, Ross County"
"OH, Scioto",2010 - 2024,All,39145,1 to 4,1 to 4,"OH, Scioto County"
"OH, Seneca",2010 - 2024,All,39147,1 to 4,1 to 4,"OH, Seneca County"
"OH, Stark",2010 - 2024,All,39151,1 to 4,1 to 4,"OH, Stark County"
"OH, Trumbull",2010 - 2024,All,39155,1 to 4,1 to 4,"OH, Trumbull County"
"OH, Tuscarawas",2010 - 2024,All,39157,1 to 4,1 to 4,"OH, Tuscarawas County"
"OH, Union",2010 - 2024,All,39159,1 to 4,1 to 4,"OH, Union County"
"OH, Warren",2010 - 2024,All,39165,1 to 4,1 to 4,"OH, Warren County"
"OH, Williams",2010 - 2024,All,39171,1 to 4,1 to 4,"OH, Williams County"
"OH, Wyandot",2010 - 2024,All,39175,1 to 4,1 to 4,"OH, Wyandot County"
"OK, Canadian",2010 - 2024,All,40017,1 to 4,1 to 4,"OK, Canadian County"
"OK, Carter",2010 - 2024,All,40019,1 to 4,1 to 4,"OK, Carter County"
"OK, Cherokee",2010 - 2024,All,40021,1 to 4,1 to 4,"OK, Cherokee County"
"OK, Cleveland",2010 - 2024,All,40027,1 to 4,1 to 4,"OK, Cleveland County"
"OK, Comanche",2010 - 2024,All,40031,1 to 4,1 to 4,"OK, Comanche County"
"OK, Garfield",2010 - 2024,All,40047,1 to 4,1 to 4,"OK, Garfield County"
"OK, Lincoln",2010 - 2024,All,40081,1 to 4,1 to 4,"OK, Lincoln County"
"OK, Mcclain",2010 - 2024,All,40087,1 to 4,1 to 4,"OK, McClain County"
"OK, Pontotoc",2010 - 2024,All,40123,1 to 4,1 to 4,"OK, Pontotoc County"
"OK, Rogers",2010 - 2024,All,40131,1 to 4,1 to 4,"OK, Rogers County"
"OK, Stephens",2010 - 2024,All,40137,1 to 4,1 to 4,"OK, Stephens County"
"OK, Washington",2010 - 2024,All,40147,1 to 4,1 to 4,"OK, Washington County"
"OR, Benton",2010 - 2024,All,41003,1 to 4,1 to 4,"OR, Benton County"
"OR, Clatsop",2010 - 2024,All,41007,1 to 4,1 to 4,"OR, Clatsop County"
"OR, Coos",2010 - 2024,All,41011,1 to 4,1 to 4,"OR, Coos County"
"OR, Douglas",2010 - 2024,All,41019,1 to 4,1 to 4,"OR, Douglas County"
"OR, Hood River",2010 - 2024,All,41027,1 to 4,1 to 4,"OR, Hood River County"
"OR, Klamath",2010 - 2024,All,41035,1 to 4,1 to 4,"OR, Klamath County"
"OR, Lake",2010 - 2024,All,41037,1 to 4,1 to 4,"OR, Lake County"
"OR, Lane",2010 - 2024,All,41039,1 to 4,1 to 4,"OR, Lane County"
"OR, Linn",2010 - 2024,All,41043,1 to 4,1 to 4,"OR, Linn County"
"OR, Malheur",2010 - 2024,All,41045,1 to 4,1 to 4,"OR, Malheur County"
"OR, Polk",2010 - 2024,All,41053,1 to 4,1 to 4,"OR, Polk County"
"OR, Tillamook",2010 - 2024,All,41057,1 to 4,1 to 4,"OR, Tillamook County"
"OR, Union",2010 - 2024,All,41061,1 to 4,1 to 4,"OR, Union County"
"OR, Wasco",2010 - 2024,All,41065,1 to 4,1 to 4,"OR, Wasco County"
"PA, Armstrong",2010 - 2024,All,42005,1 to 4,1 to 4,"PA, Armstrong County"
"PA, Beaver",2010 - 2024,All,42007,1 to 4,1 to 4,"PA, Beaver County"
"PA, Blair",2010 - 2024,All,42013,1 to 4,1 to 4,"PA, Blair County"
"PA, Butler",2010 - 2024,All,42019,1 to 4,1 to 4,"PA, Butler County"
"PA, Clearfield",2010 - 2024,All,42033,1 to 4,1 to 4,"PA, Clearfield County"
"PA, Columbia",2010 - 2024,All,42037,1 to 4,1 to 4,"PA, Columbia County"
"PA, Crawford",2010 - 2024,All,42039,1 to 4,1 to 4,"PA, Crawford County"
"PA, Dauphin",2010 - 2024,All,42043,1 to 4,1 to 4,"PA, Dauphin County"
"PA, Erie",2010 - 2024,All,42049,1 to 4,1 to 4,"PA, Erie County"
"PA, Franklin",2010 - 2024,All,42055,1 to 4,1 to 4,"PA, Franklin County"
"PA, Indiana",2010 - 2024,All,42063,1 to 4,1 to 4,"PA, Indiana County"
"PA, Lackawanna",2010 - 2024,All,42069,1 to 4,1 to 4,"PA, Lackawanna County"
"PA, Lawrence",2010 - 2024,All,42073,1 to 4,1 to 4,"PA, Lawrence County"
"PA, Lebanon",2010 - 2024,All,42075,1 to 4,1 to 4,"PA, Lebanon County"
"PA, Montour",2010 - 2024,All,42093,1 to 4,1 to 4,"PA, Montour County"
"PA, Northumberland",2010 - 2024,All,42097,1 to 4,1 to 4,"PA, Northumberland County"
"PA, Pike",2010 - 2024,All,42103,1 to 4,1 to 4,"PA, Pike County"
"PA, Potter",2010 - 2024,All,42105,1 to 4,1 to 4,"PA, Potter County"
"PA, Tioga",2010 - 2024,All,42117,1 to 4,1 to 4,"PA, Tioga County"
"PA, Wayne",2010 - 2024,All,42127,1 to 4,1 to 4,"PA, Wayne County"
"PA, Westmoreland",2010 - 2024,All,42129,1 to 4,1 to 4,"PA, Westmoreland County"
"RI, Bristol",2010 - 2024,All,44001,1 to 4,1 to 4,"RI, Bristol County"
"RI, Washington",2010 - 2024,All,44009,1 to 4,1 to 4,"RI, Washington County"
"SC, Aiken",2010 - 2024,All,45003,1 to 4,1 to 4,"SC, Aiken County"
"SC, Anderson",2010 - 2024,All,45007,1 to 4,1 to 4,"SC, Anderson County"
"SC, Berkeley",2010 - 2024,All,45015,1 to 4,1 to 4,"SC, Berkeley County"
"SC, Cherokee",2010 - 2024,All,45021,1 to 4,1 to 4,"SC, Cherokee County"
"SC, Dorchester",2010 - 2024,All,45035,1 to 4,1 to 4,"SC, Dorchester County"
"SC, Georgetown",2010 - 2024,All,45043,1 to 4,1 to 4,"SC, Georgetown County"
"SC, Greenwood",2010 - 2024,All,45047,1 to 4,1 to 4,"SC, Greenwood County"
"SC, Horry",2010 - 2024,All,45051,1 to 4,1 to 4,"SC, Horry County"
"SC, Kershaw",2010 - 2024,All,45055,1 to 4,1 to 4,"SC, Kershaw County"
"SC, Marlboro",2010 - 2024,All,45069,1 to 4,1 to 4,"SC, Marlboro County"
"SC, Oconee",2010 - 2024,All,45073,1 to 4,1 to 4,"SC, Oconee County"
"SC, Orangeburg",2010 - 2024,All,45075,1 to 4,1 to 4,"SC, Orangeburg County"
"SC, Pickens",2010 - 2024,All,45077,1 to 4,1 to 4,"SC, Pickens County"
"SC, Sumter",2010 - 2024,All,45085,1 to 4,1 to 4,"SC, Sumter County"
"SC, York",2010 - 2024,All,45091,1 to 4,1 to 4,"SC, York County"
"SD, Brookings",2010 - 2024,All,46011,1 to 4,1 to 4,"SD, Brookings County"
"SD, Edmunds",2010 - 2024,All,46045,1 to 4,1 to 4,"SD, Edmunds County"
"SD, Haakon",2010 - 2024,All,46055,1 to 4,1 to 4,"SD, Haakon County"
"SD, Jackson",2010 - 2024,All,46071,1 to 4,1 to 4,"SD, Jackson County"
"SD, Jerauld",2010 - 2024,All,46073,1 to 4,1 to 4,"SD, Jerauld County"
"SD, Lincoln",2010 - 2024,All,46083,1 to 4,1 to 4,"SD, Lincoln County"
"SD, Meade",2010 - 2024,All,46093,1 to 4,1 to 4,"SD, Meade County"
"SD, Pennington",2010 - 2024,All,46103,1 to 4,1 to 4,"SD, Pennington County"
"SD, Sully",2010 - 2024,All,46119,1 to 4,1 to 4,"SD, Sully County"
"SD, Union",2010 - 2024,All,46127,1 to 4,1 to 4,"SD, Union County"
"SD, Yankton",2010 - 2024,All,46135,1 to 4,1 to 4,"SD, Yankton County"
"TN, Anderson",2010 - 2024,All,47001,1 to 4,1 to 4,"TN, Anderson County"
"TN, Bradley",2010 - 2024,All,47011,1 to 4,1 to 4,"TN, Bradley County"
"TN, Cannon",2010 - 2024,All,47015,1 to 4,1 to 4,"TN, Cannon County"
"TN, Carroll",2010 - 2024,All,47017,1 to 4,1 to 4,"TN, Carroll County"
"TN, Fayette",2010 - 2024,All,47047,1 to 4,1 to 4,"TN, Fayette County"
"TN, Franklin",2010 - 2024,All,47051,1 to 4,1 to 4,"TN, Franklin County"
"TN, Hardin",2010 - 2024,All,47071,1 to 4,1 to 4,"TN, Hardin County"
"TN, Henderson",2010 - 2024,All,47077,1 to 4,1 to 4,"TN, Henderson County"
"TN, Henry",2010 - 2024,All,47079,1 to 4,1 to 4,"TN, Henry County"
"TN, Montgomery",2010 - 2024,All,47125,1 to 4,1 to 4,"TN, Montgomery County"
"TN, Putnam",2010 - 2024,All,47141,1 to 4,1 to 4,"TN, Putnam County"
"TN, Robertson",2010 - 2024,All,47147,1 to 4,1 to 4,"TN, Robertson County"
"TN, Scott",2010 - 2024,All,47151,1 to 4,1 to 4,"TN, Scott County"
"TN, Sullivan",2010 - 2024,All,47163,1 to 4,1 to 4,"TN, Sullivan County"
"TN, Sumner",2010 - 2024,All,47165,1 to 4,1 to 4,"TN, Sumner County"
"TN, Tipton",2010 - 2024,All,47167,1 to 4,1 to 4,"TN, Tipton County"
"TN, Washington",2010 - 2024,All,47179,1 to 4,1 to 4,"TN, Washington County"
"TN, Wilson",2010 - 2024,All,47189,1 to 4,1 to 4,"TN, Wilson County"
"TX, Angelina",2010 - 2024,All,48005,1 to 4,1 to 4,"TX, Angelina County"
"TX, Atascosa",2010 - 2024,All,48013,1 to 4,1 to 4,"TX, Atascosa County"
"TX, Bastrop",2010 - 2024,All,48021,1 to 4,1 to 4,"TX, Bastrop County"
"TX, Bee",2010 - 2024,All,48025,1 to 4,1 to 4,"TX, Bee County"
"TX, Bowie",2010 - 2024,All,48037,1 to 4,1 to 4,"TX, Bowie County"
"TX, Brazos",2010 - 2024,All,48041,1 to 4,1 to 4,"TX, Brazos County"
"TX, Brown",2010 - 2024,All,48049,1 to 4,1 to 4,"TX, Brown County"
"TX, Burnet",2010 - 2024,All,48053,1 to 4,1 to 4,"TX, Burnet County"
"TX, Caldwell",2010 - 2024,All,48055,1 to 4,1 to 4,"TX, Caldwell County"
"TX, Cass",2010 - 2024,All,48067,1 to 4,1 to 4,"TX, Cass County"
"TX, Comal",2010 - 2024,All,48091,1 to 4,1 to 4,"TX, Comal County"
"TX, Cooke",2010 - 2024,All,48097,1 to 4,1 to 4,"TX, Cooke County"
"TX, Ellis",2010 - 2024,All,48139,1 to 4,1 to 4,"TX, Ellis County"
"TX, Freestone",2010 - 2024,All,48161,1 to 4,1 to 4,"TX, Freestone County"
"TX, Frio",2010 - 2024,All,48163,1 to 4,1 to 4,"TX, Frio County"
"TX, Gillespie",2010 - 2024,All,48171,1 to 4,1 to 4,"TX, Gillespie County"
"TX, Grayson",2010 - 2024,All,48181,1 to 4,1 to 4,"TX, Grayson County"
"TX, Gregg",2010 - 2024,All,48183,1 to 4,1 to 4,"TX, Gregg County"
"TX, Grimes",2010 - 2024,All,48185,1 to 4,1 to 4,"TX, Grimes County"
"TX, Guadalupe",2010 - 2024,All,48187,1 to 4,1 to 4,"TX, Guadalupe County"
"TX, Hamilton",2010 - 2024,All,48193,1 to 4,1 to 4,"TX, Hamilton County"
"TX, Harrison",2010 - 2024,All,48203,1 to 4,1 to 4,"TX, Harrison County"
"TX, Henderson",2010 - 2024,All,48213,1 to 4,1 to 4,"TX, Henderson County"
"TX, Hood",2010 - 2024,All,48221,1 to 4,1 to 4,"TX, Hood County"
"TX, Hunt",2010 - 2024,All,48231,1 to 4,1 to 4,"TX, Hunt County"
"TX, Jackson",2010 - 2024,All,48239,1 to 4,1 to 4,"TX, Jackson County"
"TX, Jefferson",2010 - 2024,All,48245,1 to 4,1 to 4,"TX, Jefferson County"
"TX, Johnson",2010 - 2024,All,48251,1 to 4,1 to 4,"TX, Johnson County"
"TX, Karnes",2010 - 2024,All,48255,1 to 4,1 to 4,"TX, Karnes County"
"TX, Kaufman",2010 - 2024,All,48257,1 to 4,1 to 4,"TX, Kaufman County"
"TX, Kendall",2010 - 2024,All,48259,1 to 4,1 to 4,"TX, Kendall County"
"TX, Liberty",2010 - 2024,All,48291,1 to 4,1 to 4,"TX, Liberty County"
"TX, Lubbock",2010 - 2024,All,48303,1 to 4,1 to 4,"TX, Lubbock County"
"TX, Mcculloch",2010 - 2024,All,48307,1 to 4,1 to 4,"TX, McCulloch County"
"TX, Mclennan",2010 - 2024,All,48309,1 to 4,1 to 4,"TX, McLennan County"
"TX, Mcmullen",2010 - 2024,All,48311,1 to 4,1 to 4,"TX, McMullen County"
"TX, Mills",2010 - 2024,All,48333,1 to 4,1 to 4,"TX, Mills County"
"TX, Palo Pinto",2010 - 2024,All,48363,1 to 4,1 to 4,"TX, Palo Pinto County"
"TX, Parker",2010 - 2024,All,48367,1 to 4,1 to 4,"TX, Parker County"
"TX, Potter",2010 - 2024,All,48375,1 to 4,1 to 4,"TX, Potter County"
"TX, Rains",2010 - 2024,All,48379,1 to 4,1 to 4,"TX, Rains County"
"TX, Randall",2010 - 2024,All,48381,1 to 4,1 to 4,"TX, Randall County"
"TX, Reeves",2010 - 2024,All,48389,1 to 4,1 to 4,"TX, Reeves County"
"TX, Refugio",2010 - 2024,All,48391,1 to 4,1 to 4,"TX, Refugio County"
"TX, Robertson",2010 - 2024,All,48395,1 to 4,1 to 4,"TX, Robertson County"
"TX, Rockwall",2010 - 2024,All,48397,1 to 4,1 to 4,"TX, Rockwall County"
"TX, Rusk",2010 - 2024,All,48401,1 to 4,1 to 4,"TX, Rusk County"
"TX, San Patricio",2010 - 2024,All,48409,1 to 4,1 to 4,"TX, San Patricio County"
"TX, Scurry",2010 - 2024,All,48415,1 to 4,1 to 4,"TX, Scurry County"
"TX, Smith",2010 - 2024,All,48423,1 to 4,1 to 4,"TX, Smith County"
"TX, Starr",2010 - 2024,All,48427,1 to 4,1 to 4,"TX, Starr County"
"TX, Taylor",2010 - 2024,All,48441,1 to 4,1 to 4,"TX, Taylor County"
"TX, Titus",2010 - 2024,All,48449,1 to 4,1 to 4,"TX, Titus County"
"TX, Tom Green",2010 - 2024,All,48451,1 to 4,1 to 4,"TX, Tom Green County"
"TX, Uvalde",2010 - 2024,All,48463,1 to 4,1 to 4,"TX, Uvalde County"
"TX, Val Verde",2010 - 2024,All,48465,1 to 4,1 to 4,"TX, Val Verde County"
"TX, Victoria",2010 - 2024,All,48469,1 to 4,1 to 4,"TX, Victoria County"
"TX, Walker",2010 - 2024,All,48471,1 to 4,1 to 4,"TX, Walker County"
"TX, Wharton",2010 - 2024,All,48481,1 to 4,1 to 4,"TX, Wharton County"
"TX, Wichita",2010 - 2024,All,48485,1 to 4,1 to 4,"TX, Wichita County"
"TX, Wilbarger",2010 - 2024,All,48487,1 to 4,1 to 4,"TX, Wilbarger County"
"TX, Willacy",2010 - 2024,All,48489,1 to 4,1 to 4,"TX, Willacy County"
"TX, Wise",2010 - 2024,All,48497,1 to 4,1 to 4,"TX, Wise County"
"UT, Cache",2010 - 2024,All,49005,1 to 4,1 to 4,"UT, Cache County"
"UT, Summit",2010 - 2024,All,49043,1 to 4,1 to 4,"UT, Summit County"
"UT, Wasatch",2010 - 2024,All,49051,1 to 4,1 to 4,"UT, Wasatch County"
"UT, Washington",2010 - 2024,All,49053,1 to 4,1 to 4,"UT, Washington County"
"UT, Weber",2010 - 2024,All,49057,1 to 4,1 to 4,"UT, Weber County"
"VT, Addison",2010 - 2024,All,50001,1 to 4,1 to 4,"VT, Addison County"
"VT, Caledonia",2010 - 2024,All,50005,1 to 4,1 to 4,"VT, Caledonia County"
"VT, Essex",2010 - 2024,All,50009,1 to 4,1 to 4,"VT, Essex County"
"VT, Franklin",2010 - 2024,All,50011,1 to 4,1 to 4,"VT, Franklin County"
"VT, Lamoille",2010 - 2024,All,50015,1 to 4,1 to 4,"VT, Lamoille County"
"VT, Orange",2010 - 2024,All,50017,1 to 4,1 to 4,"VT, Orange County"
"VT, Washington",2010 - 2024,All,50023,1 to 4,1 to 4,"VT, Washington County"
"VT, Windham",2010 - 2024,All,50025,1 to 4,1 to 4,"VT, Windham County"
"VT, Windsor",2010 - 2024,All,50027,1 to 4,1 to 4,"VT, Windsor County"
"VA, Accomack",2010 - 2024,All,51001,1 to 4,1 to 4,"VA, Accomack County"
"VA, Augusta",2010 - 2024,All,51015,1 to 4,1 to 4,"VA, Augusta County"
"VA, Chesterfield",2010 - 2024,All,51041,1 to 4,1 to 4,"VA, Chesterfield County"
"VA, Clarke",2010 - 2024,All,51043,1 to 4,1 to 4,"VA, Clarke County"
"VA, Culpeper",2010 - 2024,All,51047,1 to 4,1 to 4,"VA, Culpeper County"
"VA, Fauquier",2010 - 2024,All,51061,1 to 4,1 to 4,"VA, Fauquier County"
"VA, Franklin",2010 - 2024,All,51067,1 to 4,1 to 4,"VA, Franklin County"
"VA, Frederick",2010 - 2024,All,51069,1 to 4,1 to 4,"VA, Frederick County"
"VA, Goochland",2010 - 2024,All,51075,1 to 4,1 to 4,"VA, Goochland County"
"VA, Henrico",2010 - 2024,All,51087,1 to 4,1 to 4,"VA, Henrico County"
"VA, Madison",2010 - 2024,All,51113,1 to 4,1 to 4,"VA, Madison County"
"VA, Montgomery",2010 - 2024,All,51121,1 to 4,1 to 4,"VA, Montgomery County"
"VA, Orange",2010 - 2024,All,51137,1 to 4,1 to 4,"VA, Orange County"
"VA, Rappahannock",2010 - 2024,All,51157,1 to 4,1 to 4,"VA, Rappahannock County"
"VA, Roanoke",2010 - 2024,All,51161,1 to 4,1 to 4,"VA, Roanoke County"
"VA, Rockbridge",2010 - 2024,All,51163,1 to 4,1 to 4,"VA, Rockbridge County"
"VA, Rockingham",2010 - 2024,All,51165,1 to 4,1 to 4,"VA, Rockingham County"
"VA, Shenandoah",2010 - 2024,All,51171,1 to 4,1 to 4,"VA, Shenandoah County"
"VA, Spotsylvania",2010 - 2024,All,51177,1 to 4,1 to 4,"VA, Spotsylvania County"
"VA, Stafford",2010 - 2024,All,51179,1 to 4,1 to 4,"VA, Stafford County"
"VA, Warren",2010 - 2024,All,51187,1 to 4,1 to 4,"VA, Warren County"
"VA, Wise",2010 - 2024,All,51195,1 to 4,1 to 4,"VA, Wise County"
"VA, York",2010 - 2024,All,51199,1 to 4,1 to 4,"VA, York County"
"VA, Chesapeake City",2010 - 2024,All,51550,1 to 4,1 to 4,"VA, Chesapeake, City of"
"VA, Emporia City",2010 - 2024,All,51595,1 to 4,1 to 4,"VA, Emporia, City of"
"VA, Falls Church City",2010 - 2024,All,51610,1 to 4,1 to 4,"VA, Falls Church, City of"
"VA, Fredericksburg City",2010 - 2024,All,51630,1 to 4,1 to 4,"VA, Fredericksburg, City of"
"VA, Harrisonburg City",2010 - 2024,All,51660,1 to 4,1 to 4,"VA, Harrisonburg, City of"
"VA, Lynchburg City",2010 - 2024,All,51680,1 to 4,1 to 4,"VA, Lynchburg, City of"
"VA, Manassas City",2010 - 2024,All,51683,1 to 4,1 to 4,"VA, Manassas, City of"
"VA, Newport News City",2010 - 2024,All,51700,1 to 4,1 to 4,"VA, Newport News, City of"
"VA, Norfolk City",2010 - 2024,All,51710,1 to 4,1 to 4,"VA, Norfolk, City of"
"VA, Richmond City",2010 - 2024,All,51760,1 to 4,1 to 4,"VA, Richmond, City of"
"VA, Roanoke City",2010 - 2024,All,51770,1 to 4,1 to 4,"VA, Roanoke, City of"
"VA, Suffolk City",2010 - 2024,All,51800,1 to 4,1 to 4,"VA, Suffolk, City of"
"VA, Williamsburg City",2010 - 2024,All,51830,1 to 4,1 to 4,"VA, Williamsburg, City of"
"VA, Winchester City",2010 - 2024,All,51840,1 to 4,1 to 4,"VA, Winchester, City of"
"WA, Benton",2010 - 2024,All,53005,1 to 4,1 to 4,"WA, Benton County"
"WA, Chelan",2010 - 2024,All,53007,1 to 4,1 to 4,"WA, Chelan County"
"WA, Clallam",2010 - 2024,All,53009,1 to 4,1 to 4,"WA, Clallam County"
"WA, Cowlitz",2010 - 2024,All,53015,1 to 4,1 to 4,"WA, Cowlitz County"
"WA, Douglas",2010 - 2024,All,53017,1 to 4,1 to 4,"WA, Douglas County"
"WA, Franklin",2010 - 2024,All,53021,1 to 4,1 to 4,"WA, Franklin County"
"WA, Grant",2010 - 2024,All,53025,1 to 4,1 to 4,"WA, Grant County"
"WA, Island",2010 - 2024,All,53029,1 to 4,1 to 4,"WA, Island County"
"WA, San Juan",2010 - 2024,All,53055,1 to 4,1 to 4,"WA, San Juan County"
"WA, Stevens",2010 - 2024,All,53065,1 to 4,1 to 4,"WA, Stevens County"
"WA, Wahkiakum",2010 - 2024,All,53069,1 to 4,1 to 4,"WA, Wahkiakum County"
"WA, Walla Walla",2010 - 2024,All,53071,1 to 4,1 to 4,"WA, Walla Walla County"
"WV, Fayette",2010 - 2024,All,54019,1 to 4,1 to 4,"WV, Fayette County"
"WV, Hampshire",2010 - 2024,All,54027,1 to 4,1 to 4,"WV, Hampshire County"
"WV, Kanawha",2010 - 2024,All,54039,1 to 4,1 to 4,"WV, Kanawha County"
"WV, Monongalia",2010 - 2024,All,54061,1 to 4,1 to 4,"WV, Monongalia County"
