FullGeoName,Year,Travel status,County,Count,Legend,Notes
"CA, Sacramento",2010 - 2024,All,06067,59,50 to 249,"CA, NA"
"CA, San Bernardino",2010 - 2024,All,06071,60,50 to 249,"CA, NA"
"CA, San Diego",2010 - 2024,All,06073,219,50 to 249,"CA, NA"
"CA, San Francisco",2010 - 2024,All,06075,81,50 to 249,"CA, NA"
"CA, San Mateo",2010 - 2024,All,06081,90,50 to 249,"CA, NA"
"DC, Washington",2010 - 2024,All,11001,65,50 to 249,"DC, District of Columbia"
"FL, Collier",2010 - 2024,All,12021,51,50 to 249,"FL, Collier County"
"FL, Duval",2010 - 2024,All,12031,50,50 to 249,"FL, Duval County"
"FL, Lee",2010 - 2024,All,12071,107,50 to 249,"FL, Lee County"
"FL, Monroe",2010 - 2024,All,12087,149,50 to 249,"FL, Monroe County"
"FL, Orange",2010 - 2024,All,12095,141,50 to 249,"FL, Orange County"
"FL, Osceola",2010 - 2024,All,12097,51,50 to 249,"FL, Osceola County"
"FL, Palm Beach",2010 - 2024,All,12099,223,50 to 249,"FL, Palm Beach County"
"HI, Honolulu",2010 - 2024,All,15003,97,50 to 249,"HI, Honolulu, City and County of"
"MD, Montgomery",2010 - 2024,All,24031,70,50 to 249,"MD, Montgomery County"
"MA, Middlesex",2010 - 2024,All,25017,85,50 to 249,"MA, Middlesex County"
"MA, Suffolk",2010 - 2024,All,25025,102,50 to 249,"MA, Suffolk County"
"MN, Hennepin",2010 - 2024,All,27053,90,50 to 249,"MN, Hennepin County"
"NJ, Bergen",2010 - 2024,All,34003,74,50 to 249,"NJ, Bergen County"
"NJ, Hudson",2010 - 2024,All,34017,91,50 to 249,"NJ, Hudson County"
"NJ, Middlesex",2010 - 2024,All,34023,90,50 to 249,"NJ, Middlesex County"
"NY, Nassau",2010 - 2024,All,36059,106,50 to 249,"NY, Nassau County"
"NY, Suffolk",2010 - 2024,All,36103,87,50 to 249,"NY, Suffolk County"
"NY, Westchester",2010 - 2024,All,36119,115,50 to 249,"NY, Westchester County"
"PA, Philadelphia",2010 - 2024,All,42101,59,50 to 249,"PA, Philadelphia County"
"RI, Providence",2010 - 2024,All,44007,53,50 to 249,"RI, Providence County"
"TX, Cameron",2010 - 2024,All,48061,55,50 to 249,"TX, Cameron County"
"TX, Dallas",2010 - 2024,All,48113,96,50 to 249,"TX, Dallas County; In 2023, the county of acquisition for the Dallas, TX case was Val Verde County."
"TX, Harris",2010 - 2024,All,48201,133,50 to 249,"TX, Harris County"
"TX, Hidalgo",2010 - 2024,All,48215,53,50 to 249,"TX, Hidalgo County"
"TX, Travis",2010 - 2024,All,48453,80,50 to 249,"TX, Travis County"
"VA, Fairfax",2010 - 2024,All,51059,85,50 to 249,"VA, Fairfax County"
"WA, King",2010 - 2024,All,53033,151,50 to 249,"WA, King County"
,2010 - 2024,All,64060,50,50 to 249,"FM, Yap"
,2010 - 2024,All,70001,72,50 to 249,"PW, Unk"
"PR, Aguas Buenas",2010 - 2024,All,72007,117,50 to 249,"PR, Aguas Buenas Municipality"
"PR, Aibonito",2010 - 2024,All,72009,138,50 to 249,"PR, Aibonito Municipality"
"PR, Barceloneta",2010 - 2024,All,72017,133,50 to 249,"PR, Barceloneta Municipality"
"PR, Barranquitas",2010 - 2024,All,72019,130,50 to 249,"PR, Barranquitas Municipality"
"PR, Cayey",2010 - 2024,All,72035,109,50 to 249,"PR, Cayey Municipality"
"PR, Ceiba",2010 - 2024,All,72037,50,50 to 249,"PR, Ceiba Municipality"
"PR, Ciales Municipality",2010 - 2024,All,72039,138,50 to 249,"PR, Ciales Municipality"
"PR, Cidra",2010 - 2024,All,72041,65,50 to 249,"PR, Cidra Municipality"
"PR, Coamo",2010 - 2024,All,72043,180,50 to 249,"PR, Coamo Municipality"
"PR, Comerio",2010 - 2024,All,72045,117,50 to 249,"PR, Comerio Municipality"
"PR, Fajardo",2010 - 2024,All,72053,229,50 to 249,"PR, Fajardo Municipality"
"PR, Florida",2010 - 2024,All,72054,114,50 to 249,"PR, Florida Municipality"
"PR, Guanica",2010 - 2024,All,72055,135,50 to 249,"PR, Guanica Municipality"
"PR, Guayanilla",2010 - 2024,All,72059,201,50 to 249,"PR, Guayanilla Municipality"
"PR, Hormigueros",2010 - 2024,All,72067,162,50 to 249,"PR, Hormigueros Municipality"
"PR, Jayuya",2010 - 2024,All,72073,158,50 to 249,"PR, Jayuya Municipality"
"PR, Lajas",2010 - 2024,All,72079,203,50 to 249,"PR, Lajas Municipality"
"PR, Las Marias",2010 - 2024,All,72083,180,50 to 249,"PR, Las Marias Municipality"
"PR, Loiza",2010 - 2024,All,72087,129,50 to 249,"PR, Loiza Municipality"
"PR, Luquillo",2010 - 2024,All,72089,118,50 to 249,"PR, Luquillo Municipality"
"PR, Maricao",2010 - 2024,All,72093,149,50 to 249,"PR, Maricao Municipality"
"PR, Maunabo",2010 - 2024,All,72095,135,50 to 249,"PR, Maunabo Municipality"
"PR, Nabuabo",2010 - 2024,All,72103,150,50 to 249,"PR, Naguabo Municipality"
"PR, Penuelas",2010 - 2024,All,72111,198,50 to 249,"PR, Penuelas Municipality"
"PR, Sabana Grande",2010 - 2024,All,72121,203,50 to 249,"PR, Sabana Grande Municipality"
"PR, Santa Isabel",2010 - 2024,All,72133,173,50 to 249,"PR, Santa Isabel Municipality"
"PR, Vega Alta",2010 - 2024,All,72143,212,50 to 249,"PR, Vega Alta Municipality"
"PR, Villalba",2010 - 2024,All,72149,243,50 to 249,"PR, Villalba Municipality"
"PR, Yabucoa",2010 - 2024,All,72151,227,50 to 249,"PR, Yabucoa Municipality"
"PR, Yauco",2010 - 2024,All,72153,236,50 to 249,"PR, Yauco Municipality"
"VI, St. John",2010 - 2024,All,78020,78,50 to 249,"VI, Saint John Island"
"VI, St. Thomas",2010 - 2024,All,78030,188,50 to 249,"VI, Saint Thomas Island"
"CA, Los Angeles",2010 - 2024,All,06037,653,250+,"CA, NA"
"CA, Santa Clara",2010 - 2024,All,06085,258,250+,"CA, NA"
"FL, Broward",2010 - 2024,All,12011,363,250+,"FL, Broward County"
"FL, Hillsborough",2010 - 2024,All,12057,254,250+,"FL, Hillsborough County"
"FL, Miami-Dade",2010 - 2024,All,12086,2379,250+,"FL, Miami-Dade County"
"HI, Hawaii",2010 - 2024,All,15001,267,250+,"HI, Hawaii County"
"IL, Cook",2010 - 2024,All,17031,270,250+,"IL, Cook County"
"NY, Bronx",2010 - 2024,All,36005,285,250+,"NY, Bronx County"
"NY, Kings",2010 - 2024,All,36047,278,250+,"NY, Kings County"
"NY, New York",2010 - 2024,All,36061,409,250+,"NY, New York County"
"NY, Queens",2010 - 2024,All,36081,296,250+,"NY, Queens County"
"AS, Eastern District",2010 - 2024,All,60010,275,250+,"AS, Eastern District"
"AS, Tutuila",2010 - 2024,All,60050,385,250+,"AS, Western District"
"PR, Adjuntas",2010 - 2024,All,72001,250,250+,"PR, Adjuntas Municipality"
"PR, Aguada",2010 - 2024,All,72003,908,250+,"PR, Aguada Municipality"
"PR, Aguadilla",2010 - 2024,All,72005,789,250+,"PR, Aguadilla Municipality"
"PR, Anasco",2010 - 2024,All,72011,509,250+,"PR, Anasco Municipality"
"PR, Arecibo",2010 - 2024,All,72013,1251,250+,"PR, Arecibo Municipality"
"PR, Arroyo",2010 - 2024,All,72015,250,250+,"PR, Arroyo Municipality"
"PR, Bayamon",2010 - 2024,All,72021,2515,250+,"PR, Bayamon Municipality"
"PR, Cabo Rojo",2010 - 2024,All,72023,632,250+,"PR, Cabo Rojo Municipality"
"PR, Caguas",2010 - 2024,All,72025,1008,250+,"PR, Caguas Municipality"
"PR, Camuy",2010 - 2024,All,72027,448,250+,"PR, Camuy Municipality"
"PR, Canovanas",2010 - 2024,All,72029,412,250+,"PR, Canovanas Municipality"
"PR, Carolina",2010 - 2024,All,72031,1982,250+,"PR, Carolina Municipality"
"PR, Catano",2010 - 2024,All,72033,385,250+,"PR, Catano Municipality"
"PR, Corozal",2010 - 2024,All,72047,380,250+,"PR, Corozal Municipality"
"PR, Dorado",2010 - 2024,All,72051,277,250+,"PR, Dorado Municipality"
"PR, Guayama",2010 - 2024,All,72057,506,250+,"PR, Guayama Municipality"
"PR, Guaynabo",2010 - 2024,All,72061,1026,250+,"PR, Guaynabo Municipality"
"PR, Gurabo",2010 - 2024,All,72063,282,250+,"PR, Gurabo Municipality"
"PR, Hatillo",2010 - 2024,All,72065,441,250+,"PR, Hatillo Municipality"
"PR, Humacao Municipality",2010 - 2024,All,72069,417,250+,"PR, Humacao Municipality"
"PR, Isabela",2010 - 2024,All,72071,635,250+,"PR, Isabela Municipality"
"PR, Juana Diaz",2010 - 2024,All,72075,337,250+,"PR, Juana Diaz Municipality"
"PR, Juncos",2010 - 2024,All,72077,425,250+,"PR, Juncos Municipality"
"PR, Lares",2010 - 2024,All,72081,691,250+,"PR, Lares Municipality"
"PR, Las Piedras",2010 - 2024,All,72085,281,250+,"PR, Las Piedras Municipality"
"PR, Manati",2010 - 2024,All,72091,359,250+,"PR, Manati Municipality"
"PR, Mayaguez",2010 - 2024,All,72097,1376,250+,"PR, Mayaguez Municipality"
"PR, Moca",2010 - 2024,All,72099,736,250+,"PR, Moca Municipality"
"PR, Morovis",2010 - 2024,All,72101,262,250+,"PR, Morovis Municipality"
"PR, Naranjito",2010 - 2024,All,72105,281,250+,"PR, Naranjito Municipality"
"PR, Orocovis",2010 - 2024,All,72107,253,250+,"PR, Orocovis Municipality"
"PR, Patillas",2010 - 2024,All,72109,561,250+,"PR, Patillas Municipality"
"PR, Ponce",2010 - 2024,All,72113,1409,250+,"PR, Ponce Municipality"
"PR, Quebradillas",2010 - 2024,All,72115,413,250+,"PR, Quebradillas Municipality"
"PR, Rincon",2010 - 2024,All,72117,749,250+,"PR, Rincon Municipality"
"PR, Rio Grande",2010 - 2024,All,72119,359,250+,"PR, Rio Grande Municipality"
"PR, Salinas",2010 - 2024,All,72123,325,250+,"PR, Salinas Municipality"
"PR, San German",2010 - 2024,All,72125,333,250+,"PR, San German Municipality"
"PR, San Juan",2010 - 2024,All,72127,5494,250+,"PR, San Juan Municipality"
"PR, San Lorenzo",2010 - 2024,All,72129,262,250+,"PR, San Lorenzo Municipality"
"PR, San Sabastian",2010 - 2024,All,72131,817,250+,"PR, San Sebastian Municipality"
"PR, Toa Alta",2010 - 2024,All,72135,652,250+,"PR, Toa Alta Municipality"
"PR, Toa Baja",2010 - 2024,All,72137,812,250+,"PR, Toa Baja Municipality"
"PR, Trujillo Alto",2010 - 2024,All,72139,846,250+,"PR, Trujillo Alto Municipality"
"PR, Utuado",2010 - 2024,All,72141,415,250+,"PR, Utuado Municipality"
"PR, Vega Baja",2010 - 2024,All,72145,501,250+,"PR, Vega Baja Municipality"
"VI, St. Croix",2010 - 2024,All,78010,303,250+,"VI, Saint Croix Island"
