year,pdsi
2000,-1.1331290875951538
2001,-0.3254173367642329
2002,-0.7606357885708159
2003,0.3635732282620349
2004,1.021146670955291
2005,0.201004878310282
2006,-0.7073169293449125
2007,-0.5717754905114184
2008,0.17249383510239094
2009,1.1134946928272758
2010,0.7765731210464244
2011,0.09404444087059077
2012,-1.6330947785997643
2013,0.1603200385976198
2014,0.5237155569850971
2015,0.8291516564811836
2016,0.8341366462957007
